"IdComment","IdStr","UserName","Message","MessageTranslation","Retweets","Hashtags","Mentions","TweetBoundingBox","TweetCoordinates","TweetPlaceName","UserLocation","UserFollowers","UserFriends","CreatedAt","Source","Votes","Positive","Negative","Neutral","Reason","VeryPositive","VeryNegative","evaluator1","evaluator2","evaluator3","OpinionLexicon","Afinn","SentiStrength","SoCal","Umigon","Vader","SenticNet","Brazilian_LIWC","Brazilian_OpLexicon","Brazilian_SentiLex","Truth","Prediction"
707981065974062976,707981065974062976,"_melissamp","@leomwill @Curitiba_PMC certeza que um dia você vai trabalhar cuidado das redes sociais de curitiba hahahaha",,1,"[]","[{u'id': 219414785, u'indices': [0, 9], u'id_str': u'219414785', u'screen_name': u'leomwill', u'name': u'Leonardo'}, {u'id': 68693419, u'indices': [10, 23], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","NULL",73,47,"2016-03-10 17:26:54","twitter_curitiba",3,3,0,0,"NULL",0,0,1022105604535423,1242448322449665,251044251911114,1,1,1,1,0,1,0.010412,1,1,1,1,
710515512925666944,710515512925666944,"nathaliac","depois que a ufpa aderiu só ao enem que o brasil começou a desandar",,1,"[]","[]","NULL","NULL","NULL","Belém, Pará",855,472,"2016-03-17 17:17:53","twitter_ufpa",4,2,2,0,"NULL",0,0,10207501925518728,1054803564576568,1198194900225799,-1,0,0,-1,0,0,0,-1,-1,0,1,
712418186143126016,712418186143126016,"joaoreitorufpa","@UFPA_Oficial vamos construir uma Universidade Aberta, Coletiva e Cidadã #joaoreitor https://t.co/h7voRyLvZ3",,0,"[{u'indices': [73, 84], u'text': u'joaoreitor'}]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","NULL","NULL","NULL","NULL",149,608,"2016-03-22 23:18:26","twitter_ufpa",4,2,0,1,"NULL",1,0,,,,0,0,0,0,0,0,0.005375,1,1,1,1,
711984951000838016,711984951000838016,"anitadrika","Às vzs dá vontade d morar em Curitiba só por causa do amor pela @Curitiba_PMC ?",,0,"[]","[{u'id': 68693419, u'indices': [64, 77], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Recife, Pernambuco",245,204,"2016-03-21 18:36:55","twitter_curitiba",3,3,0,0,"NULL",0,0,805075212894032,1022105604535423,481008992083404,1,1,1,1,1,1,0.045563,0,0,0,1,
710490407893732992,710490407893732992,"BibliotecaUfpa","A UFPA realizou, nesta terça-feira, 15 de março, a cerimônia de diplomação dos concluintes da primeira turma do... https://t.co/0yWfVl2ptW",,0,"[]","[]","NULL","NULL","NULL","Belém/Pará/Brasil",1674,347,"2016-03-17 15:38:08","twitter_ufpa",3,2,0,1,"NULL",0,0,10207501925518728,1333261746689944,1054803564576568,0,0,0,0,0,0,0.010636,1,-1,0,1,
710208149408452992,710208149408452992,"twero","Fim de mais uma aula de metodologia @ Universidade Federal do Pará - UFPA - Oficial https://t.co/E1oEA2uAwU",,0,"[]","[]","NULL","NULL","NULL","Belém, Brazil",294,245,"2016-03-16 20:56:32","twitter_ufpa",5,2,0,3,"NULL",0,0,10207501925518728,1022105604535423,,0,0,0,0,0,0,0.007944,1,0,0,1,
710524162717180032,710524162717180032,"clebs","Quero me mudar para a República de Curitiba, parece um lugar decente. Como faz @Curitiba_PMC ?",,0,"[]","[{u'id': 68693419, u'indices': [79, 92], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","NULL",283,273,"2016-03-17 17:52:15","twitter_curitiba",4,2,0,2,"NULL",0,0,10207501925518728,1022105604535423,,1,1,1,1,0,1,0.03175,1,0,1,1,
712005481896644992,712005481896644992,"giltonpaiva","@GovernoPara e @prefeiturabelem deveriam investir em parcerias como o @Colab_re p/ interagir d forma mas objetiva e dinâmica c/ o cidadão!",,0,"[]","[{u'id': 153505589, u'indices': [0, 12], u'id_str': u'153505589', u'screen_name': u'GovernoPara', u'name': u'Governo do Parxe1'}, {u'id': 1934139290, u'indices': [15, 31], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}, {u'id': 1283346654, u'indices': [70, 79], u'id_str': u'1283346654', u'screen_name': u'Colab_re', u'name': u'Colab.re'}]","NULL","NULL","NULL","Belem, Pará",1980,2142,"2016-03-21 19:58:29","twitter_belem",3,2,0,1,"NULL",0,0,,,,1,0,1,1,0,1,0.0568,1,0,1,1,
710261395032546944,710261395032546944,"maisclose","@AndeSanches @jhonbogres odeia bebida, mas vai amar bebida sim pq é UFPA agora e aceita",,0,"[]","[{u'id': 366790608, u'indices': [0, 12], u'id_str': u'366790608', u'screen_name': u'AndeSanches', u'name': u'Ander soon'}, {u'id': 1529388445, u'indices': [13, 24], u'id_str': u'1529388445', u'screen_name': u'jhonbogres', u'name': u'jhon bogres'}]","NULL","NULL","NULL","Belém, Brasil",53,48,"2016-03-17 00:28:07","twitter_ufpa",3,3,0,0,"NULL",0,0,,,,0,1,-1,-1,1,1,0.039235,1,-1,-1,1,
711359763750247936,711359763750247936,"edvaroliveira","@leiomaurobonna Por uma nova @UFPA_Oficial  meu voto é @Joaoweyl... chega de mesmice na universidade, agora é hora de mudar #joaoreitor",,4,"[{u'indices': [124, 135], u'text': u'joaoreitor'}]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}, {u'id': 82086393, u'indices': [29, 42], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}, {u'id': 177196212, u'indices': [55, 64], u'id_str': u'177196212', u'screen_name': u'Joaoweyl', u'name': u'Joxe3o Weyl'}]","NULL","NULL","NULL","Belém - Pará",267,266,"2016-03-20 01:12:38","twitter_ufpa",4,3,0,1,"NULL",0,0,10207501925518728,951289924984798,1054803564576568,0,0,0,1,0,0,0.0204,0,-1,0,1,
710059666265543040,710059666265543040,"trinlusp","Por incrível que pareça, cheguei sequinho à UFPA Hauahe",,0,"[]","[]","NULL","NULL","NULL","NULL",358,356,"2016-03-16 11:06:31","twitter_ufpa",4,4,0,0,"NULL",0,0,,,,0,0,0,1,-1,0,0,0,0,0,1,
712893409351041024,712893409351041024,"lekamyself","Ai que linda a prefs de @Curitiba_PMC tbm ta no twitter! Melhor prefeitura! ?",,0,"[]","[{u'id': 68693419, u'indices': [24, 37], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-48.285982, -16.0524045], [-47.307264, -16.0524045], [-47.307264, -15.5001029], [-48.285982, -15.5001029]]]","-15.7762537,-47.796623","Brasília, Brazil","Brasília, Brasil",548,541,"2016-03-24 06:46:48","twitter_curitiba",3,2,0,0,"NULL",1,0,10207501925518728,951289924984798,1054803564576568,1,1,1,1,1,1,0.028462,1,1,1,1,
710271004120060032,710271004120060032,"whosyca","Amanhã farei a troca de um bagulho na UFPA... Espero que ocorra bem e eu consiga voltar pra casa com um exemplar do A Guerra dos Tronos ?",,0,"[]","[]","NULL","NULL","NULL","PA @ BR #UFPA (Psi)",15,22,"2016-03-17 01:06:18","twitter_ufpa",3,2,1,0,"NULL",0,0,,,,1,0,-1,0,1,0,0.0464,1,0,0,1,
708469074452283008,708469074452283008,"_Maga","Moradores de rua recebem cartões para uso de banheiros públicos - Prefeitura de Curitiba https://t.co/rAhRW60t3A",,0,"[]","[]","NULL","NULL","NULL","Brasil",980,736,"2016-03-12 01:46:04","twitter_curitiba",3,2,0,1,"NULL",0,0,951289924984798,1333261746689944,,0,0,0,0,0,0,0.015684,1,0,-1,1,
711368634933906944,711368634933906944,"nandraribeiro","@leiomaurobonna #souEmmanuelGilmar pela pós-graduação de alto nível na UFPA multicampi.",,1,"[{u'indices': [16, 34], u'text': u'souEmmanuelGilmar'}]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}]","NULL","NULL","NULL","NULL",5,36,"2016-03-20 01:47:53","twitter_ufpa",3,2,0,1,"NULL",0,0,251044251911114,942667965849460,1080528071986701,0,0,0,0,0,0,0.015111,0,0,0,1,
711287460152520960,711287460152520960,"leonadublyer","Programação celebra Dia Internacional contra a Discriminação: Evento será nesta segunda-feira, 21, na UFPA.  A... https://t.co/4jB2tQqCUr",,0,"[]","[]","NULL","NULL","NULL","NULL",1114,417,"2016-03-19 20:25:20","twitter_ufpa",3,2,0,1,"NULL",0,0,10207501925518728,1054803564576568,,0,1,-1,1,0,1,-0.028632,1,0,-1,1,
708107448863879040,708107448863879040,"FlashTDabliu","Prefeitura de Curitiba é a melhor https://t.co/XGY6Ltgjyh",,0,"[]","[]","NULL","NULL","NULL","Sera que estou em Alagoinha?",142,411,"2016-03-11 01:49:06","twitter_curitiba",3,3,0,0,"NULL",0,0,805075212894032,1022105604535423,481008992083404,1,1,1,1,1,1,0.0223,1,1,0,1,
709508422111105024,709508422111105024,"alicekiara1","Pela 1ª vez, UFPA abre lista de espera para candidatos ao vestibular 2016: Mais de 48 mil pessoas não classifi... https://t.co/y42H072cop",,0,"[]","[]","NULL","NULL","NULL","NULL",396,440,"2016-03-14 22:36:04","twitter_ufpa",3,2,0,1,"NULL",0,0,10207501925518728,481008992083404,1333261746689944,0,0,0,0,0,0,0.01152,1,0,0,1,
707573736904510976,707573736904510976,"danissaura","Queria que a urbs e a @Curitiba_PMC me ressarcissem do prejuízo que tenho, em motivo dos atrasos de ônibus, todo dia a mesma coisa",,0,"[]","[{u'id': 68693419, u'indices': [22, 35], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","cwbitch",222,116,"2016-03-09 14:28:19","twitter_curitiba",3,2,0,0,"NULL",0,1,,,,-1,0,-1,-1,0,-1,0.004261,0,0,0,1,
711362654951117056,711362654951117056,"tassiocarv","@leiomaurobonna @joaoreitorufpa é o melhor para a UFPA.",,0,"[]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}, {u'id': 700450391465582592, u'indices': [16, 31], u'id_str': u'700450391465582592', u'screen_name': u'joaoreitorufpa', u'name': u'Joxe3o Reitor - UFPA'}]","NULL","NULL","NULL","NULL",18,48,"2016-03-20 01:24:08","twitter_ufpa",3,2,0,1,"NULL",0,0,805075212894032,849941985109873,1022105604535423,1,1,1,1,1,1,0.031857,1,1,0,1,
710119928825773952,710119928825773952,"redepara","Mesmo com a crise, Prefeitura de Belém gera empregos na construção civil https://t.co/NEGzAVmUEH https://t.co/uKuo0rQllw",,0,"[]","[]","NULL","NULL","NULL","NULL",10,14,"2016-03-16 15:05:59","twitter_belem",4,3,0,0,"NULL",1,0,,,,0,0,-1,-1,0,-1,0.005933,1,1,0,1,
708583512069250944,708583512069250944,"MarceloBacana","Hoje tem encontro do PDT no ginásio da UFPA com a presença de Ciro Gomes https://t.co/XrMOdrWGRx",,2,"[]","[]","NULL","NULL","NULL","Brasil",7363,409,"2016-03-12 09:20:48","twitter_ufpa",4,2,1,1,"NULL",0,0,10207501925518728,481008992083404,,0,0,0,0,0,0,0.00365,0,0,0,1,
712928615390948992,712928615390948992,"financas","Prefeitura de Curitiba prorroga prazo para negociar dívidas de impostos: Segundo a Prefeitura de Curitiba , sã... https://t.co/z91YeSnpTY",,0,"[]","[]","NULL","NULL","NULL","São Paulo, Brazil",2697,235,"2016-03-24 09:06:42","twitter_curitiba",3,2,0,1,"NULL",0,0,10207501925518728,481008992083404,1054803564576568,0,0,-1,1,0,0,0.017773,0,1,0,1,
710611687515296000,710611687515296000,"emferrariny","Ta na mão, agora posso ir para #Curitiba no final do mês @Curitiba_PMC. Tirei no consulado aqui em #Cleveland #OH https://t.co/JCsZd9OOIY",,0,"[{u'indices': [31, 40], u'text': u'Curitiba'}, {u'indices': [99, 109], u'text': u'Cleveland'}, {u'indices': [110, 113], u'text': u'OH'}]","[{u'id': 68693419, u'indices': [57, 70], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-81.877771, 41.392684], [-81.5331634, 41.392684], [-81.5331634, 41.599195], [-81.877771, 41.599195]]]","41.4959395,-81.7054672","Cleveland, OH","35.342747,-80.724755",351,370,"2016-03-17 23:40:03","twitter_curitiba",4,1,0,1,"NULL",2,0,,,,0,0,0,0,0,1,0.002179,1,0,0,1,
708036814116880000,708036814116880000,"Nickleprevost","Escola no Boqueirão faz festa para comemorar nova biblioteca - Prefeitura de Curitiba https://t.co/0aEQszCNc4",,0,"[]","[]","NULL","NULL","NULL","Curitiba",937,2029,"2016-03-10 21:08:25","twitter_curitiba",4,2,1,1,"NULL",0,0,10207501925518728,481008992083404,1022105604535423,1,1,1,1,1,1,0.027105,1,0,0,1,
712458850411090048,712458850411090048,"b1elo","@linecaastro Mc Mayara tinha que receber uma honraria da prefeitura de Curitiba pela sua contribuição a cultura. Ela é + q d + hahahahahah",,0,"[]","[{u'id': 89199472, u'indices': [0, 12], u'id_str': u'89199472', u'screen_name': u'linecaastro', u'name': u'aline castro'}]","NULL","NULL","NULL","NULL",226,204,"2016-03-23 02:00:01","twitter_curitiba",3,2,0,0,"NULL",1,0,10207501925518728,481008992083404,,1,1,1,1,1,1,0.070529,1,1,1,1,
712290583038050048,712290583038050048,"TinaLopes","Me deu branco no hífen em pá-carregadeira e quem me socorreu foi o Telegramática da @Curitiba_PMC !",,0,"[]","[{u'id': 68693419, u'indices': [84, 97], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","NULL",445,587,"2016-03-22 14:51:23","twitter_curitiba",3,2,0,1,"NULL",0,0,10207501925518728,481008992083404,951289924984798,1,0,1,1,1,0,0,1,-1,0,1,
708319397396550016,708319397396550016,"celso_sabino","Neste sábado (12) tem mais uma feira de adoção de cães e gatos promovida pela prefeitura de Belém. Para... https://t.co/L3KVCtarej",,0,"[]","[]","NULL","NULL","NULL","Brasil",1017,705,"2016-03-11 15:51:18","twitter_belem",3,0,0,1,"NULL",2,0,,,,1,1,0,1,0,1,0.04835,0,-1,0,1,
712632849199922944,712632849199922944,"bethcharizard","@maddiesmt amiga eu to praticamente fazendo isso porque realmente nao quero pisar na ufpa hoje",,0,"[]","[{u'id': 2576941009, u'indices': [0, 10], u'id_str': u'2576941009', u'screen_name': u'maddiesmt', u'name': u'Maddiando'}]","NULL","NULL","NULL","Beacon Hills",1181,981,"2016-03-23 13:31:25","twitter_ufpa",3,2,0,1,"NULL",0,0,10207501925518728,1022105604535423,481008992083404,0,1,1,1,0,1,0.037588,1,1,1,1,
707280737138024960,707280737138024960,"lerncarey","gente o Twitter da prefeitura de Curitiba um dos melhores",,1,"[]","[]","NULL","NULL","NULL","11.10.2014",972,727,"2016-03-08 19:04:03","twitter_curitiba",3,3,0,0,"NULL",0,0,942667965849460,805075212894032,251044251911114,1,1,1,0,1,1,0.027333,1,0,0,1,
707573531849182976,707573531849182976,"ZambeloDesign","@Curitiba_PMC Isso ae. Sei como é trabalhar com isso, deslizes acontecem.",,0,"[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Ribeirão Preto",201,401,"2016-03-09 14:27:30","twitter_curitiba",4,3,0,1,"NULL",0,0,,,,0,-1,-1,-1,0,-1,0.0138,0,1,0,1,
712099403503440000,712099403503440000,"evelin_helena","@leiomaurobonna A entrevista no Argumento só confirmou que o @joaoreitorufpa é o melhor para a @UFPA_Oficial! #JoaoReitor",,0,"[{u'indices': [110, 121], u'text': u'JoaoReitor'}]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}, {u'id': 700450391465582592, u'indices': [61, 76], u'id_str': u'700450391465582592', u'screen_name': u'joaoreitorufpa', u'name': u'Joxe3o Reitor - UFPA'}, {u'id': 82086393, u'indices': [95, 108], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","NULL","NULL","NULL","Belém do Pará",19,16,"2016-03-22 02:11:42","twitter_ufpa",3,3,0,0,"NULL",0,0,805075212894032,849941985109873,1022105604535423,1,1,-1,1,1,1,-0.030765,0,0,0,1,
709410713102635008,709410713102635008,"silvanarossy","retomar a liderança da UFPA para proposição/criação de parcerias para ampliação da rede de comunicação é #joaoreitor https://t.co/EigAnZaTtP",,1,"[{u'indices': [105, 116], u'text': u'joaoreitor'}]","[]","NULL","NULL","NULL","Belém - Pará",481,646,"2016-03-14 16:07:48","twitter_ufpa",3,2,0,1,"NULL",0,0,,,,0,0,0,1,0,0,0.024042,0,0,0,1,
708014115927629952,708014115927629952,"IzzzaRibeiro","@Curitiba_PMC vou mandar sim, migos! &lt;3",,0,"[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-44.441517, -2.800361], [-44.163584, -2.800361], [-44.163584, -2.45821], [-44.441517, -2.45821]]]","-2.6292855,-44.3025505","São Luís, Brazil","São Luís, Maranhão",1355,1052,"2016-03-10 19:38:14","twitter_curitiba",3,0,0,1,"NULL",2,0,,,,0,0,1,1,0,1,0.079375,1,1,0,1,
710606036952948992,710606036952948992,"HamiltonLuiz","Mesmo com a crise, Prefeitura de Belém gera empregos na construção civil: Todo dia ela faz tudo igual. Acorda ... https://t.co/7GqmLvjHCl",,0,"[]","[]","NULL","NULL","NULL","Serra - ES",4932,1898,"2016-03-17 23:17:36","twitter_belem",2,2,0,0,"NULL",0,0,1022105604535423,10207501925518728,,0,0,-1,-1,0,-1,0.017882,1,1,0,1,
708729467921960960,708729467921960960,"blogandobr","Olha quem mais uma vez foi citada como case de bom exemplo em um curso do #blogando --&gt; @Curitiba_PMC . Volta, @camibraga!",,1,"[{u'indices': [74, 83], u'text': u'blogando'}]","[{u'id': 68693419, u'indices': [91, 104], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 29565653, u'indices': [114, 124], u'id_str': u'29565653', u'screen_name': u'camibraga', u'name': u'Camila Braga Maia'}]","NULL","NULL","NULL","Bauru, SP",507,736,"2016-03-12 19:00:47","twitter_curitiba",4,4,0,0,"NULL",0,0,,,,1,1,1,1,1,1,0.080769,1,0,1,1,
712250615599123968,712250615599123968,"ica_ufpa","Faculdade de Comunicação promove debate sobre Mídia e Democracia  Depois das Jornadas de Junho de 2013, que... https://t.co/xqE6Vw8MA7",,4,"[]","[]","NULL","NULL","NULL","Belém",935,370,"2016-03-22 12:12:34","twitter_ufpa",3,3,0,0,"NULL",0,0,,,,0,1,0,1,0,1,0.006333,-1,0,1,1,
707268704472539008,707268704472539008,"erikamorhy","Prefeitura de Belém é muito case de sucesso, gente...",,0,"[]","[]","NULL","NULL","NULL","Belém (BRA)-Buenos Aires (AR)",1050,1008,"2016-03-08 18:16:14","twitter_belem",2,1,0,0,"NULL",1,0,,1022105604535420,,1,1,1,1,1,1,0.017667,1,0,1,1,
707321875068822016,707321875068822016,"Meguizoard","Quem sabe a @Curitiba_PMC não coloca aqui também né?  https://t.co/VuwnG7MwCN",,0,"[]","[{u'id': 68693419, u'indices': [12, 25], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Manicômio, Curitiba",732,1395,"2016-03-08 21:47:31","twitter_curitiba",3,2,0,1,"NULL",0,0,,,,0,0,0,0,0,0,0.084182,0,1,0,1,
708470857308492032,708470857308492032,"radiowebufpa","Se liga galera que vai fazer o ENEM. O UFPA na Madrugada dessa semana é sobre “Povos da Antiguidade”. Hoje, às 00h. https://t.co/Ar9Ln0yCa4",,3,"[]","[]","NULL","NULL","NULL","Belém, Pará, Brasil",3443,700,"2016-03-12 01:53:09","twitter_ufpa",3,2,0,1,"NULL",0,0,10207501925518728,481008992083404,,0,0,0,0,0,0,0.003889,0,0,0,1,
707961411595582976,707961411595582976,"marinhofigueira","Parabéns à Prefeitura de Belém pela construção do maior reservatório de água parada da cidade, na Augusto Montenegro (clap, Clap)",,0,"[]","[]","NULL","NULL","NULL","Belém, Pará",307,252,"2016-03-10 16:08:48","twitter_belem",4,2,1,0,"NULL",1,0,,,,0,1,1,0,1,1,0.007042,1,-1,-1,1,
709128985997943040,709128985997943040,"danielkkrtt","AEROTREM BELÉM-SALINAS É MEU PROJETO PARA A PREFEITURA DE BELÉM",,0,"[]","[]","NULL","NULL","NULL","belém do pará",240,243,"2016-03-13 21:28:19","twitter_belem",3,2,0,1,"NULL",0,0,,,,0,0,0,0,0,0,0.0105,0,0,0,1,
711235019235261952,711235019235261952,"AdamDreyton","@leiomaurobonna João Weyl @Joaoweyl, sem dúvidas, a melhor opção para reitor da  UFPA @joaoreitorufpa. Propostas em https://t.co/Ft4DfNcbZ0",,1,"[]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}, {u'id': 177196212, u'indices': [26, 35], u'id_str': u'177196212', u'screen_name': u'Joaoweyl', u'name': u'Joxe3o Weyl'}, {u'id': 700450391465582592, u'indices': [86, 101], u'id_str': u'700450391465582592', u'screen_name': u'joaoreitorufpa', u'name': u'Joxe3o Reitor - UFPA'}]","NULL","NULL","NULL","Belém, Brasil",24,45,"2016-03-19 16:56:57","twitter_ufpa",7,3,0,1,"NULL",3,0,10207501925518728,1022105604535423,1022105604535423,1,1,-1,0,1,-1,0.018957,1,1,0,1,
709219408456126976,709219408456126976,"luanewbery","Olha, devo admitir, esse novo canal tá belíssimo, parabéns @prefeiturabelem https://t.co/BWDCHAsMCG",,1,"[]","[{u'id': 1934139290, u'indices': [59, 75], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","NULL","NULL","NULL","Belém",183,138,"2016-03-14 03:27:38","twitter_belem",3,1,0,0,"NULL",2,0,,,,1,1,1,1,1,1,0.066273,1,1,1,1,
