"IdComment","IdStr","UserName","Message","MessageTranslation","Retweets","Hashtags","Mentions","TweetBoundingBox","TweetCoordinates","TweetPlaceName","UserLocation","UserFollowers","UserFriends","CreatedAt","Source","Votes","Positive","Negative","Neutral","Reason","VeryPositive","VeryNegative","evaluator1","evaluator2","evaluator3","OpinionLexicon","Afinn","SentiStrength","SoCal","Umigon","Vader","SenticNet","Brazilian_LIWC","Brazilian_OpLexicon","Brazilian_SentiLex","Truth","Prediction"
710583331503665024,710583331503665024,"marisbaptista","@bpetini @pparadoxo @Curitiba_PMC Jorge a capivara  que deve organizar,  típico dele , lá na rural tem tbm esse tipo de orgia","@bpetini @pparadoxo @Curitiba_PMC Jorge the capybara who must organize, typical for him , there in the rural has seen this kind of orgy",1,"[]","[{u'id': 73708321, u'indices': [0, 8], u'id_str': u'73708321', u'screen_name': u'bpetini', u'name': u'Malxe9vola'}, {u'id': 4684490900, u'indices': [9, 19], u'id_str': u'4684490900', u'screen_name': u'pparadoxo', u'name': u'CuPPido'}, {u'id': 68693419, u'indices': [20, 33], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Rio de Janeiro",160,166,"2016-03-17 21:47:22","twitter_curitiba",3,0,3,0,"NULL",0,0,1022105604535423,805075212894032,251044251911114,0,1,1,1,0,0,0.054556,0,1,0,-1,
707559001140174976,707559001140174976,"RodrigoWanzeler","@rclube A Guarda Municipal deveria cuidar do patrimônio material da cidade, mas a @prefeiturabelem a enxerga como guardas de trânsito!","@rclube The Municipal Guard should take care of the material heritage of the city, but the @prefeiturabelem sees as traffic wardens!",2,"[]","[{u'id': 83889557, u'indices': [0, 7], u'id_str': u'83889557', u'screen_name': u'rclube', u'name': u'Rxe1dio Clube do Parxe1'}, {u'id': 1934139290, u'indices': [82, 98], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém",234,170,"2016-03-09 13:29:46","twitter_belem",3,0,3,0,"NULL",0,0,,,,0,1,1,0,0,1,0.006778,1,0,0,-1,
710790680222649984,710790680222649984,"reclamebairroSC","Isso é um #absurdo Prefeitura de Curitiba, os nossos governantes nos acham com cara de palhaços!!! Inaceitável! https://t.co/IZWDqIrdgY","This is a absurd city Hall of Curitiba, our rulers find us with the face of clowns!!! Unacceptable! https://t.co/IZWDqIrdgY",0,"[{u'indices': [10, 18], u'text': u'absurdo'}]","[]","NULL","NULL","NULL","Brasil",166,67,"2016-03-18 11:31:18","twitter_curitiba",3,0,2,0,"NULL",0,1,10207501925518728,951289924984798,1054803564576568,-1,0,-1,-1,-1,-1,0.003176,1,-1,-1,-1,
711498408540900992,711498408540900992,"francaadriano","@leiomaurobonna Verá Jacob para reitoria da UFPA!","@leiomaurobonna See Jacob for the rectory of the federal university of para!",0,"[]","[{u'id': 178061411, u'indices': [0, 15], u'id_str': u'178061411', u'screen_name': u'leiomaurobonna', u'name': u'Mauro Bonna'}]","NULL","NULL","NULL","NULL",209,315,"2016-03-20 10:23:34","twitter_ufpa",5,1,3,1,"NULL",0,0,1127313857292099,10207501925518728,,0,0,0,0,0,0,0.008833,0,0,0,-1,
712628940586761984,712628940586761984,"ellentwiss","@_NettoCWB @BlogOlhoNaMira @blogdojota @Boca_Maldita @fabiocampana @gazetadopovo @Curitiba_PMC @gustavofruet Que m...é essa?????","@_NettoCWB @BlogOlhoNaMira @blogdojota @Boca_Maldita @fabiocampana @gazetadopovo @Curitiba_PMC @gustavofruet That m...it is this?????",2,"[]","[{u'id': 277161281, u'indices': [0, 10], u'id_str': u'277161281', u'screen_name': u'_NettoCWB', u'name': u""Gersoni Netto .'.""}, {u'id': 154336315, u'indices': [11, 26], u'id_str': u'154336315', u'screen_name': u'BlogOlhoNaMira', u'name': u'Blog Olho na Mira'}, {u'id': 119731647, u'indices': [27, 38], u'id_str': u'119731647', u'screen_name': u'blogdojota', u'name': u'Jota Agostinho'}, {u'id': 61868251, u'indices': [39, 52], u'id_str': u'61868251', u'screen_name': u'Boca_Maldita', u'name': u'Boca Maldita'}, {u'id': 34208373, u'indices': [53, 66], u'id_str': u'34208373', u'screen_name': u'fabiocampana', u'name': u'Fxe1bio Campana'}, {u'id': 15084884, u'indices': [67, 80], u'id_str': u'15084884', u'screen_name': u'gazetadopovo', u'name': u'Gazeta do Povo'}, {u'id': 68693419, u'indices': [81, 94], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 33642328, u'indices': [95, 108], u'id_str': u'33642328', u'screen_name': u'gustavofruet', u'name': u'Gustavo Fruet'}]","NULL","NULL","NULL","Rio de Janeiro, Brasil",2219,1333,"2016-03-23 13:15:54","twitter_curitiba",3,0,2,1,"NULL",0,0,1022105604535423,10207501925518728,1164364220309460,0,0,0,0,0,0,0,0,0,0,-1,
710187349104324992,710187349104324992,"belemblitz","@RodrigoWanzeler @Alemourao1974 @ingridsouzafoto @prefeiturabelem um dos nossos ads perdeu foi um jogo inteiro de aro 17 e 2 pneus!","@RodrigoWanzeler @Alemourao1974 @ingridsouzafoto @prefeiturabelem one of our ads lost was a whole set of rim 17, and 2 tires!",0,"[]","[{u'id': 80938608, u'indices': [0, 16], u'id_str': u'80938608', u'screen_name': u'RodrigoWanzeler', u'name': u'Rodrigo'}, {u'id': 3393768533, u'indices': [17, 31], u'id_str': u'3393768533', u'screen_name': u'Alemourao1974', u'name': u'Alessandro Mourao'}, {u'id': 195590083, u'indices': [32, 48], u'id_str': u'195590083', u'screen_name': u'ingridsouzafoto', u'name': u'Ingrid Souza'}, {u'id': 1934139290, u'indices': [49, 65], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","NULL","NULL","NULL","Belém-Pará-Brasil",19910,59,"2016-03-16 19:33:53","twitter_belem",3,0,0,1,"NULL",0,2,,,,-1,-1,0,-1,0,-1,0.009533,0,-1,-1,-1,
707570254399021056,707570254399021056,"Outros400","#VEROPESO | Cheio de atropelos. É assim que a @prefeiturabelem quer aprovar o projeto de #reforma. #Belém #outros400 https://t.co/HHHyXYKix2","VEROPESO | Full of atrocities. It is thus that the @prefeiturabelem wants to approve the project of reform. Bethlehem outros400 https://t.co/HHHyXYKix2",0,"[{u'indices': [0, 9], u'text': u'VEROPESO'}, {u'indices': [89, 97], u'text': u'reforma'}, {u'indices': [99, 105], u'text': u'Belxe9m'}, {u'indices': [106, 116], u'text': u'outros400'}]","[{u'id': 1934139290, u'indices': [46, 62], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","NULL","NULL","NULL","NULL",147,233,"2016-03-09 14:14:29","twitter_belem",3,0,3,0,"NULL",0,0,805075212894032,481008992083404,,1,0,0,-1,0,0,0.0245,1,1,0,-1,
712631595468004992,712631595468004992,"ttsuyuko","tenho q ir na ufpa mas o rafa n aparece p me fazer companhia","q I have to go in) but rafa n appears p me company",0,"[]","[]","NULL","NULL","NULL","Belém, Pará",248,186,"2016-03-23 13:26:27","twitter_ufpa",3,0,3,0,"NULL",0,0,10207501925518728,1022105604535423,951289924984798,0,0,0,0,-1,0,0.014,0,0,0,-1,
713215900002992000,713215900002992000,"sarariblima","@jhonbogres olha só quem fala né gatona cê vive aí se declarando pra esses teus crushs e amigos daquela tal de ufpa e teu outro colégio.","@jhonbogres look who speaks right jquery tha lives there declaring to these your crushs friends and that such of ufpa and your other college.",0,"[]","[{u'id': 1529388445, u'indices': [0, 11], u'id_str': u'1529388445', u'screen_name': u'jhonbogres', u'name': u'jhon borges'}]","NULL","NULL","NULL","NULL",27,38,"2016-03-25 04:08:16","twitter_ufpa",3,0,3,0,"NULL",0,0,,,,1,0,1,1,0,1,0.051947,-1,0,1,-1,
712672406800825984,712672406800825984,"Adricarmo13","@Gazetadobozo @Curitiba_PMC @gustavofruet mais de um mês, atrapalhando a passagem dos pedestres e da ciclovia, absurdo !!","@Gazetadobozo @Curitiba_PMC @gustavofruet more than a month, hindering the passage of pedestrians and the bike path, is absurd !!",0,"[]","[{u'id': 4208998467, u'indices': [0, 13], u'id_str': u'4208998467', u'screen_name': u'Gazetadobozo', u'name': u'Repxfablica da Aldeia'}, {u'id': 68693419, u'indices': [14, 27], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 33642328, u'indices': [28, 41], u'id_str': u'33642328', u'screen_name': u'gustavofruet', u'name': u'Gustavo Fruet'}]","NULL","NULL","NULL","Curitiba - PR",152,262,"2016-03-23 16:08:37","twitter_curitiba",1,0,1,0,"NULL",0,0,1022105604535420,,,-1,0,-1,-1,0,0,0.004294,-1,1,-1,-1,
709106392297246976,709106392297246976,"CostaRaqmaria","#souEmmanuelGilmar porque quero uma UFPA para todos. https://t.co/epfrbCfmp3","souEmmanuelGilmar because I want a UFPA for all. https://t.co/epfrbCfmp3",1,"[{u'indices': [0, 18], u'text': u'souEmmanuelGilmar'}]","[]","NULL","NULL","NULL","Cametá",13,60,"2016-03-13 19:58:33","twitter_ufpa",9,0,5,4,"NULL",0,0,1127313857292099,1022105604535423,1022105604535423,0,1,0,0,0,1,0.014875,1,0,0,-1,
713455531441136000,713455531441136000,"HarrisonCarlos","Aqui, temos um postulante à prefeitura de Belém, deputado Edmilson Rodrigues do PSOL, que apoia a Dilma e é... https://t.co/qT4WpaENsm","Here, we have a postulant to the city of Bethlehem, mr Edmilson Rodrigues do PSOL, which supports her and is... https://t.co/qT4WpaENsm",0,"[]","[]","NULL","NULL","NULL","Belém - Pará - Brasil",422,735,"2016-03-25 20:00:28","twitter_belem",3,0,1,0,"NULL",0,2,,,,1,1,1,1,0,1,0,1,0,0,-1,
707281040696589952,707281040696589952,"DEUSEUDESISTO","o terminal do capao raso é um exemplo da falta de vergonha na cara da prefeitura de curitiba","the terminal capao raso is an example of the lack of shame on the face of the city hall of curitiba",0,"[]","[]","NULL","NULL","NULL","Curitiba 02/08/13",1671,752,"2016-03-08 19:05:15","twitter_curitiba",3,0,0,0,"NULL",0,3,,,,-1,-1,-1,-1,-1,-1,-0.002611,0,0,-1,-1,
710169840183591040,710169840183591040,"cerseishame","só de pensar nos pontos que eu tenho que tirar pra passar em PSICOLOGIA na UFPA já quero chora","just think of the points that I have to take to pass in PSYCHOLOGY at the UFPA already want to cry",0,"[]","[]","NULL","NULL","NULL","NULL",4210,2766,"2016-03-16 18:24:18","twitter_ufpa",3,0,2,1,"NULL",0,0,10207501925518728,951289924984798,481008992083404,-1,0,-1,1,-1,-1,0.009263,-1,0,-1,-1,
707295291674910976,707295291674910976,"diegomaurilo","@prefeiturabelem O PS do Guamá é uma vergonha para o Pará. Fui lá graças a Deus como estudante. É lastimável a situação dos pacientes.","@prefeiturabelem THE HP of the Guamá is a shame for the state. I was there thank God as a student. It is regrettable the situation of the patients.",0,"[]","[{u'id': 1934139290, u'indices': [0, 16], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém do Pará",1293,1234,"2016-03-08 20:01:53","twitter_belem",3,0,1,0,"NULL",0,2,1022105604535423,997925856961901,10207501925518728,-1,1,-1,-1,-1,-1,0.040391,1,0,-1,-1,
707290406409675008,707290406409675008,"denisetoniolo","Vândalos destroem postes de iluminação do Parque Vista Alegre - Prefeitura de Curitiba https://t.co/xkLUjXkdGJ","Vandals destroy lampposts of the Park Vista Alegre - Curitiba https://t.co/xkLUjXkdGJ",0,"[]","[]","NULL","NULL","NULL","Curitiba",1102,1716,"2016-03-08 19:42:28","twitter_curitiba",3,0,2,0,"NULL",0,1,1022105604535423,997925856961901,805075212894032,-1,-1,-1,-1,0,-1,-0.003833,0,1,1,-1,
710876629376089984,710876629376089984,"AndreiBedene","O UBER chegou hoje à República de Curitiba... seria uma pena se a @Curitiba_PMC quisesse proibir e continuar vivendo nos tempos da carroça","The UBER arrived today to the Republic of Curitiba... it would be a shame if the @Curitiba_PMC wanted to prohibit and to continue living in the times of the wagon",0,"[]","[{u'id': 68693419, u'indices': [66, 79], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba",11147,176,"2016-03-18 17:12:50","twitter_curitiba",3,0,2,0,"NULL",0,1,251044251911114,942667965849460,10204357608859392,-1,-1,-1,0,-1,-1,-0.005071,1,1,0,-1,
710950801255042944,710950801255042944,"ffranzoi","Meu deus que vergonha @Curitiba_PMC  https://t.co/QQU49TYjtD","My god what a shame @Curitiba_PMC https://t.co/QQU49TYjtD",0,"[]","[{u'id': 68693419, u'indices': [22, 35], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba",553,314,"2016-03-18 22:07:34","twitter_curitiba",3,0,2,0,"NULL",0,1,10207501925518728,481008992083404,951289924984798,-1,0,-1,-1,-1,-1,0.035667,0,0,-1,-1,
710099139904839936,710099139904839936,"danissaura","@Curitiba_PMC a moça me enviou por email, infelizmente to no ponto de ônibus sem acesso","@Curitiba_PMC the girl sent me by e-mail, unfortunately to the point of the bus without access",0,"[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","cwbitch",222,116,"2016-03-16 13:43:22","twitter_curitiba",3,0,3,0,"NULL",0,0,10207501925518728,1022105604535423,951289924984798,-1,0,-1,-1,-1,-1,0.035438,-1,0,0,-1,
708382453212312064,708382453212312064,"gszanoni","@Curitiba_PMC Protocolo: 6330002 liguei e pedir urgência pelo fato é até agora nada","@Curitiba_PMC Protocol: 6330002 I called and ask for urgency by the fact is until now nothing",0,"[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba",298,197,"2016-03-11 20:01:52","twitter_curitiba",3,0,1,0,"NULL",0,2,10207501925518728,481008992083404,,0,0,0,0,0,0,-0.0275,-1,1,0,-1,
709848291241016960,709848291241016960,"heloisa_luanna","Desde das 9 da matina na UFPA estudando, estudando p final a professora adiar o seminário por conta de uma alergia...tá tranquilo?Melhoras????","Since 9 in the morning in the UFPA studying, studying p the end the teacher to postpone the seminar on account of an allergy...it's quiet?Improvements????",0,"[]","[]","NULL","NULL","NULL","NULL",12,64,"2016-03-15 21:06:35","twitter_ufpa",3,0,3,0,"NULL",0,0,,,,0,-1,1,0,0,-1,-0.01616,1,1,1,-1,
709859841255346048,709859841255346048,"O_CARPINTEIRO","é golpe na DILMA, é golpe na UFPa, mas tem gente que está ora de um lado, ora de outro, desçam do muro fariseus!","it is blow on DILMA, is a blow to the UFPa, but there are people that is now one side, now from another, descend from the wall pharisees!",0,"[]","[]","NULL","NULL","NULL","Bragança - Pará - Brasil",859,1518,"2016-03-15 21:52:29","twitter_ufpa",3,0,3,0,"NULL",0,0,1022105604535423,1242448322449665,10207501925518728,-1,0,0,0,-1,0,0.008905,-1,-1,-1,-1,
710169323994648960,710169323994648960,"KafifaPT13","Por @rogeriocorrea13 Feirantes denunciam aumento abusivo por parte da prefeitura de Belém:   O... https://t.co/YzxFqMEpYf Siga @bordalopt","By @rogeriocorrea13 Html report increased abuse on the part of the city of Bethlehem: The... https://t.co/YzxFqMEpYf Follow @bordalopt",0,"[]","[{u'id': 177595081, u'indices': [127, 137], u'id_str': u'177595081', u'screen_name': u'bordalopt', u'name': u'Carlos Bordalo'}]","NULL","NULL","NULL","NULL",78,33,"2016-03-16 18:22:15","twitter_belem",3,0,3,0,"NULL",0,0,1022105604535423,1242448322449665,10207501925518728,-1,0,-1,-1,0,-1,-0.0061,1,-1,-1,-1,
708853185578930048,708853185578930048,"menezes1974","Voto @EmmTourinho para reitor @UFPA_Oficial","Vote @EmmTourinho to dean @UFPA_Oficial",1,"[]","[{u'id': 4907162793, u'indices': [5, 17], u'id_str': u'4907162793', u'screen_name': u'EmmTourinho', u'name': u'Emmanuel Tourinho'}, {u'id': 82086393, u'indices': [30, 43], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","NULL","NULL","NULL","Cametá-PA",80,171,"2016-03-13 03:12:23","twitter_ufpa",3,0,3,0,"NULL",0,0,10207501925518728,1701828520084643,1333261746689944,0,0,0,0,0,0,0.016833,0,0,0,-1,
711979481129308032,711979481129308032,"avizigor","Uma hora na fila do @BancodoBrasil ufpa p/ abrir CC Universi., pra no final o cara dizer que faltou um documento que não constava no site.","An hour in the queue @BancodoBrasil) p/ open CC Universi., for in the end the guy say that it lacked a document that was not listed on the site.",0,"[]","[{u'id': 83723557, u'indices': [20, 34], u'id_str': u'83723557', u'screen_name': u'BancodoBrasil', u'name': u'Banco do Brasil'}]","NULL","NULL","NULL","Belém, Pará",79,247,"2016-03-21 18:15:10","twitter_ufpa",3,0,0,0,"NULL",0,3,1022105604535423,10207501925518728,942667965849460,-1,0,0,-1,0,0,0.00776,1,-1,0,-1,
710871762637079040,710871762637079040,"gaby_frodrigues","Como assim 200$ a inscrição UFPA miga eu ainda não to ryca e a prova é em três fases tu acha q eu tenho $$ pra fazer essas viagens todas??","As well as a$ 200 sign-UFPA miga I still don't to back online and the proof is in three phases q you think I have $$ to make these trips all??",0,"[]","[]","NULL","NULL","NULL","Santarém - PA",162,53,"2016-03-18 16:53:30","twitter_ufpa",7,1,5,1,"NULL",0,0,,,,1,0,0,0,0,1,0.038375,0,0,0,-1,
712773457444909056,712773457444909056,"juli0pereira","Prefeitura de Curitiba prorroga prazo para negociar dívidas de impostos: Término do Mutirão de Conciliação foi... https://t.co/vCeigjRDnM","The city hall of Curitiba extending the deadline to negotiate unpaid taxes: Termination of the Collective Conciliation was... https://t.co/vCeigjRDnM",0,"[]","[]","NULL","NULL","NULL","NULL",303,367,"2016-03-23 22:50:09","twitter_curitiba",3,0,2,1,"NULL",0,0,,,,0,0,-1,0,0,0,0.009526,0,0,-1,-1,
708368331179474944,708368331179474944,"daniejeromilano","@Curitiba_PMC demoraram pra começar com essa medida...","@Curitiba_PMC took to start with this as...",0,"[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba, Paraná",20,73,"2016-03-11 19:05:45","twitter_curitiba",3,0,3,0,"NULL",0,0,10207501925518728,1333261746689944,1054803564576568,0,0,0,0,0,0,0.015286,0,0,0,-1,
707244776207340032,707244776207340032,"KikeCardoso","@paulocolnaghi @Curitiba_PMC Em 2014 era o mesmo, e já temos 2 anos... se terminar antes de 2018 poderemos mandar um postal pros russos. :)","@paulocolnaghi @Curitiba_PMC In 2014 was the same, and we already have 2 years... if you finish before 2018, we may send you a postcard pros the russians. :)",0,"[]","[{u'id': 140528630, u'indices': [0, 14], u'id_str': u'140528630', u'screen_name': u'paulocolnaghi', u'name': u'Colnaghi'}, {u'id': 68693419, u'indices': [15, 28], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","NULL","NULL","NULL","Curitiba - Paraná - Brasil",3056,1456,"2016-03-08 16:41:09","twitter_curitiba",3,0,2,1,"NULL",0,0,1022105604535423,942667965849460,805075212894032,1,0,0,0,1,1,0.012905,0,1,0,-1,
