"IdComment","IdStr","UserName","Message","Retweets","Hashtags","Mentions","TweetBoundingBox","TweetCoordinates","TweetPlaceName","UserLocation","UserFollowers","UserFriends","CreatedAt","Source","Votes","Positive","Negative","Neutral","Reason","VeryPositive","VeryNegative","evaluator1","evaluator2","evaluator3"
"707294021505442000","707294021505442000","manoloramires","Prefeitura de Curitiba imitando Beto Richa. https://t.co/XANOsNMOrL","0","[]","[]",NULL,NULL,NULL,"Curitiba, Brasil","178","321","2016-03-08 19:56:50","twitter_curitiba","10","2","2","6",NULL,"0","0","1333261746689944","1022105604535423",
"707296449843876000","707296449843876000","unloveology","@russyan a gente tá no mesmo nível pulmonar &lt;3 vc estuda na ufpa?","0","[]","[{u'id': 2997825096, u'indices': [0, 8], u'id_str': u'2997825096', u'screen_name': u'russyan', u'name': u'Yan'}]",NULL,NULL,NULL,"Belém, Brazil","1320","923","2016-03-08 20:06:29","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1333261746689944",
"707312285287649000","707312285287649000","ifch_ufpa","ATENÇÃO: Comunicamos o desligamento de energia elétrica no Prédio Principal e Anexo do IFCH, amanhã (dia 9) das 14h às 16h, para manutenção.","0","[]","[]",NULL,NULL,NULL,"Site:","1785","870","2016-03-08 21:09:24","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","951289924984798"
"707319678868136000","707319678868136000","gran_cursos","Prefeitura de Curitiba-PR está com inscrições abertas para 145 vagas https://t.co/KuEZXWcV4t https://t.co/zlqF8V9PBi","0","[]","[]",NULL,NULL,NULL,"Brasil","10880","68","2016-03-08 21:38:47","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","1054803564576568","951289924984798"
"707347235349131000","707347235349131000","misleyteixeira","Dois dias... ????????? #ContagemRegressiva  #EngCivil2011 @ UFPA Campus Tucuruí https://t.co/9oe2BcImvd","0","[{u'indices': [17, 36], u'text': u'ContagemRegressiva'}, {u'indices': [38, 51], u'text': u'EngCivil2011'}]","[]",NULL,NULL,NULL,NULL,"157","623","2016-03-08 23:28:17","twitter_ufpa","4","1","0","2",NULL,"0","1","10207501925518729","1149345581743917",
"707391680467575000","707391680467575000","mikaelk_silva","Como faz pra mandar o pessoal do GP da UFPA parar de mandar tanta mensagem?","0","[]","[]","[[[-48.440172, -1.465523], [-48.321967, -1.465523], [-48.321967, -1.223149], [-48.440172, -1.223149]]]","-1.344336,-48.3810695","Ananindeua, Brasil","Belém, Pará","1071","1274","2016-03-09 02:24:53","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","1054803564576568"
"707523473283809000","707523473283809000","hamiltongama","UFPA inscreve para o programa 'Universidade da Terceira Idade' https://t.co/YkqHHpl7Bp","0","[]","[]",NULL,NULL,NULL,NULL,"292","870","2016-03-09 11:08:35","twitter_ufpa","3","1","0","2",NULL,"0","0","1022105604535423","251044251911114","942667965849460"
"707565926019949000","707565926019949000","CamaraCuritiba","@dr_chicarelli é o 8º vereador a debater o projeto da @Curitiba_PMC.   Ao vivo: https://t.co/N0aP5XWnGe ????","0","[]","[{u'id': 110448832, u'indices': [0, 14], u'id_str': u'110448832', u'screen_name': u'dr_chicarelli', u'name': u'Chicarelli'}, {u'id': 68693419, u'indices': [54, 67], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba - Paraná","7410","97","2016-03-09 13:57:17","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","481008992083404","1022105604535423"
"707570606938534000","707570606938534000","alissonlcunha","@Curitiba_PMC Já vi esse problema em outras linhas, mas a linha específica em que vi o problema hj, foi a Maracanã/Linha Verde.","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba - PR","131","168","2016-03-09 14:15:53","twitter_curitiba","3","0","0","2",NULL,"0","1","10207501925518729","870576423064299","1333261746689944"
"707571622660678000","707571622660678000","belemblitz","????????????Blitz na na perímetral em frente a entrada da ufpa  ???? /// Blitz na Transcoqueiro (rua do Una) em frente ao kalamazoo","2","[]","[]",NULL,NULL,NULL,"Belém-Pará-Brasil","19910","59","2016-03-09 14:19:55","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","1022105604535423","951289924984798"
"707586099644928000","707586099644928000","ParanaOnline","Prefeitura de Curitiba faz coleta de lixo eletrônico na sexta e no sábado https://t.co/QDt9JsCoH7 https://t.co/YEF6BUAyh4","0","[]","[]",NULL,NULL,NULL,"Curitiba, PR, Brasil","4372","174","2016-03-09 15:17:27","twitter_curitiba","4","2","0","2",NULL,"0","0","10207501925518729","481008992083404","1022105604535423"
"707619580441661000","707619580441661000","Chiquistripa","@SamySexton Vindo pra ufpa agora pouco.","0","[]","[{u'id': 170008478, u'indices': [0, 11], u'id_str': u'170008478', u'screen_name': u'SamySexton', u'name': u'BALA NA GILMA SAPATxc3'}]",NULL,NULL,NULL,NULL,"814","394","2016-03-09 17:30:29","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","1054803564576568","1333261746689944"
"707622542916215000","707622542916215000","omarcaet","+ @ Universidade Federal do Pará - UFPA - Oficial https://t.co/r4VMPokchu","0","[]","[]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Porto Alegre,Rio Grande do Sul","555","205","2016-03-09 17:42:15","twitter_ufpa","3","1","0","2",NULL,"0","0","10207501925518729","951289924984798","1054803564576568"
"707681785010909000","707681785010909000","denisetoniolo","Conselho aprova avanços na distribuição de recursos do Fundo de Apoio ao Deficiente - Prefeitura de Curitiba https://t.co/w6ANEDtPMH","0","[]","[]",NULL,NULL,NULL,"Curitiba","1102","1716","2016-03-09 21:37:40","twitter_curitiba","3","1","0","2",NULL,"0","0","1022105604535423","942667965849460","805075212894032"
"707707102840676000","707707102840676000","fabriciolima17","Por aqui né (@ Universidade Federal do Pará (UFPA) - @ufpa_oficial in Belém, PA) https://t.co/pki5Yj8ahX","0","[]","[{u'id': 82086393, u'indices': [53, 66], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil",NULL,"195","234","2016-03-09 23:18:16","twitter_ufpa","3","0","0","3",NULL,"0","0","10207501925518729","1022105604535423",
"707708546612339000","707708546612339000","ton_slopes","@AngeloLuizz já finalizou na Ufpa por esta semana?","0","[]","[{u'id': 68442814, u'indices': [0, 12], u'id_str': u'68442814', u'screen_name': u'AngeloLuizz', u'name': u'Angelo Luiz'}]",NULL,NULL,NULL,"Belém, Brasil","396","348","2016-03-09 23:24:00","twitter_ufpa","3","0","0","3",NULL,"0","0","805075212894032","251044251911114","942667965849460"
"707746392408760000","707746392408760000","fffelipe_","os maluco mal entraram na ufpa e ja tao curtindo a quebrando tabu","0","[]","[]",NULL,NULL,NULL,"Belem Pa","1243","427","2016-03-10 01:54:23","twitter_ufpa","5","0","1","4",NULL,"0","0","1038636122878195","10207501925518729","1022105604535423"
"707754724523553000","707754724523553000","EdgarSerratto","#curitiba #parana #brasil  curitiba_pmc @karinasonaglio curitibacool xvcuritiba curitibanices… https://t.co/gN9ajII1M8","0","[{u'indices': [0, 9], u'text': u'curitiba'}, {u'indices': [10, 17], u'text': u'parana'}, {u'indices': [18, 25], u'text': u'brasil'}]","[{u'id': 111388648, u'indices': [40, 55], u'id_str': u'111388648', u'screen_name': u'karinasonaglio', u'name': u'Karina Sonaglio u221e'}]",NULL,NULL,NULL,"Curitiba - PR","258","137","2016-03-10 02:27:30","twitter_curitiba","3","0","0","3",NULL,"0","0","1022105604535423","805075212894032","251044251911114"
"707758433861313000","707758433861313000","Susana_suzyca","@Curitiba_PMC o bacacheri tá feia a chuva ????","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","Guarapuava","315","193","2016-03-10 02:42:14","twitter_curitiba","3","0","1","2",NULL,"0","0","1022105604535423","10207501925518729","251044251911114"
"707765817941881000","707765817941881000","gMazuroski","@valdiviacla alô @Curitiba_PMC gostaria de mudar meu nome onde eu assino","0","[]","[{u'id': 2357010939, u'indices': [0, 12], u'id_str': u'2357010939', u'screen_name': u'valdiviacla', u'name': u'clarice'}, {u'id': 68693419, u'indices': [17, 30], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba","197","306","2016-03-10 03:11:35","twitter_curitiba","4","0","0","4",NULL,"0","0","805075212894032","849941985109873","481008992083404"
"707766099123769000","707766099123769000","raphaelmion","???????????? pra essa notícia @prefeiturabelem @ZenaldoCoutinho  https://t.co/SOlg0hLqhp","0","[]","[{u'id': 1934139290, u'indices': [21, 37], u'id_str': u'1934139290', u'screen_name': u'prefeiturabelem', u'name': u'Prefeitura de Belxe9m'}, {u'id': 57067621, u'indices': [38, 54], u'id_str': u'57067621', u'screen_name': u'ZenaldoCoutinho', u'name': u'Zenaldo Coutinho'}]",NULL,NULL,NULL,NULL,"566","147","2016-03-10 03:12:42","twitter_belem","2","0","0","2",NULL,"0","0","1022105604535423","10207501925518729",
"707931941627109000","707931941627109000","nblicis","passei na ufopa mas queria mesmo era passar na ufpa","0","[]","[]",NULL,NULL,NULL,NULL,"111","108","2016-03-10 14:11:42","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","481008992083404","1054803564576568"
"707950405267775000","707950405267775000","CamaraCuritiba","Vereadores pedem à @Curitiba_PMC medidas para evitar alagamentos na capital. ??  https://t.co/Iq81WQJIg5 https://t.co/Pn6shH5vzg","0","[]","[{u'id': 68693419, u'indices': [19, 32], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba - Paraná","7410","97","2016-03-10 15:25:04","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","1054803564576568","1333261746689944"
"707986313094570000","707986313094570000","GuilhermeSoley","Adeus não, até logo... (@ Rodoferroviária de @Curitiba_pmc in Curitiba, PR) https://t.co/7n1q6x9gfb","0","[]","[{u'id': 68693419, u'indices': [45, 58], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","Curitiba - PR","15","20","2016-03-10 17:47:45","twitter_curitiba","4","1","1","2",NULL,"0","0","10207501925518729","1149345581743917","1022105604535423"
"708007859653644000","708007859653644000","nesquickachu","@Curitiba_PMC POXA PREFS tem q ser #TeamIronMan","0","[{u'indices': [35, 47], u'text': u'TeamIronMan'}]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Em um lugar qualquer","711","366","2016-03-10 19:13:22","twitter_curitiba","3","0","1","2",NULL,"0","0","10207501925518729","1022105604535423",
"708012906705764000","708012906705764000","ikesol","@Curitiba_PMC OK, obrigado! Tem algum comparativo de como era a arrecadação antes nesses trechos?","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Curitiba","117","460","2016-03-10 19:33:25","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","870576423064299","481008992083404"
"708015237149155000","708015237149155000","lilianevmoraes","@ufpa_oficial ""Pesquisa e elaboração de material de referência sobre mulheres com deficiência"" https://t.co/HvgypF441W","0","[]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Brasília / DF / Brasil","363","1215","2016-03-10 19:42:41","twitter_ufpa","3","0","0","3",NULL,"0","0","805075212894032","251044251911114","942667965849460"
"708019330957578000","708019330957578000","DraMaryHolmes","@Curitiba_PMC Mano kkkk ???? o Homem de Ferro tem biscoitos","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,"Na cidade do césio 137","23","45","2016-03-10 19:58:57","twitter_curitiba","5","0","0","5",NULL,"0","0","10207501925518729","951289924984798","1198194900225799"
"708028237285364000","708028237285364000","kazataca","prefeitura de curitiba https://t.co/Y1DxT1sCWx","0","[]","[]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","São Paulo","126","356","2016-03-10 20:34:20","twitter_curitiba","3","0","0","3",NULL,"0","0","942667965849460","1080528071986701","10204357608859391"
"708108969605243000","708108969605243000","Albertofoloni","@tadeuveneri Lideranças da CIC criticam abandono e falta de investimento da prefeitura de Curitiba","0","[]","[{u'id': 137919701, u'indices': [0, 12], u'id_str': u'137919701', u'screen_name': u'tadeuveneri', u'name': u'Tadeu Veneri'}]",NULL,NULL,NULL,NULL,"847","80","2016-03-11 01:55:09","twitter_curitiba","3","0","0","2",NULL,"0","1","10207501925518729","1333261746689944","951289924984798"
"708117744743531000","708117744743531000","ingrdlb","@UFPA_Oficial  me passa nem que seja na décima repescagem, eu não aguento mais cursinho, obg","0","[]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"Belém, Brasil","278","170","2016-03-11 02:30:01","twitter_ufpa","4","0","2","2",NULL,"0","0","951289924984798","10207501925518729","988762107874460"
"708118571214365000","708118571214365000","robescwb","enfim em casa ???????? (@ Santa Quitéria - @curitiba_pmc in Curitiba, PR) https://t.co/JKOZzsnUQ3","0","[]","[{u'id': 68693419, u'indices': [37, 50], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]","[[[-49.3916434, -25.6447517], [-49.1852775, -25.6447517], [-49.1852775, -25.3457471], [-49.3916434, -25.3457471]]]","-25.4952494,-49.28846045","Curitiba, Brazil","west zone","872","567","2016-03-11 02:33:18","twitter_curitiba","3","1","0","2",NULL,"0","0","1022105604535423","10207501925518729","942667965849460"
"708185941421068000","708185941421068000","santana_lhc","Novo site no ar!  https://t.co/Rw3O00VzH7 https://t.co/QPMLElbXxu","0","[]","[]",NULL,NULL,NULL,NULL,"185","635","2016-03-11 07:01:00","twitter_ufpa","4","1","0","3",NULL,"0","0","10207501925518729","951289924984798","1333261746689944"
"708246401218703000","708246401218703000","vestibulandoweb","UFPA 2016 lista de espera: A UFPA, Universidade Federal do Pará, encerrará as inscrições, no… https://t.co/ebrLN5Vhba","0","[]","[]",NULL,NULL,NULL,"Brazil","7374","19","2016-03-11 11:01:15","twitter_ufpa","3","0","0","3",NULL,"0","0","805075212894032","1022105604535423","251044251911114"
"708246611709829000","708246611709829000","ton_slopes","High throne @ Universidade Federal do Pará - UFPA - Oficial https://t.co/Dkg4emHQhq","0","[]","[]","[[[-48.623684, -1.526453], [-48.295911, -1.526453], [-48.295911, -1.019406], [-48.623684, -1.019406]]]","-1.2729295,-48.4597975","Belém, Brazil","Belém, Brasil","396","348","2016-03-11 11:02:05","twitter_ufpa","3","0","0","3",NULL,"0","0","251044251911114","942667965849460","1080528071986701"
"708247270219764000","708247270219764000","Python_Buzeando","Putz, o número de gente de todos os cursinhos q passaram em medicina na UFPA... Será q as vagas são de mais de 8 mil?","0","[]","[]",NULL,NULL,NULL,"Brasil","13","78","2016-03-11 11:04:42","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","951289924984798","1054803564576568"
"708254557407683000","708254557407683000","rclube","UFPA realiza 'Vestibulinho' neste domingo. https://t.co/El0zkRgUVi","1","[]","[]",NULL,NULL,NULL,"Pará","52208","62","2016-03-11 11:33:39","twitter_ufpa","4","1","0","3",NULL,"0","0","951289924984798","1333261746689944","1149345581743917"
"708257978273702000","708257978273702000","MiahMello","@UFPA_Oficial Mãe, sua linda &lt;3 A senhora pode me dizer quando começa a matrícula dos alunos de letras? Por favor. Nunca te pedi nada.","0","[]","[{u'id': 82086393, u'indices': [0, 13], u'id_str': u'82086393', u'screen_name': u'UFPA_Oficial', u'name': u'UFPA'}]",NULL,NULL,NULL,"OZ","645","1870","2016-03-11 11:47:15","twitter_ufpa","3","0","1","2",NULL,"0","0","10207501925518729","1022105604535423",
"708326048258249000","708326048258249000","vittibater","to precisando confirmar interesse na ufpa","0","[]","[]",NULL,NULL,NULL,NULL,"1729","668","2016-03-11 16:17:44","twitter_ufpa","3","1","0","2",NULL,"0","0","1022105604535423","805075212894032","251044251911114"
"708330230839190000","708330230839190000","RafaelAllmark","A prefeitura de Curitiba é tão legal fala até do mesmo jeito que a gente ???? https://t.co/uPWw8BeG7H","0","[]","[]",NULL,NULL,NULL,"Brasil","14383","5477","2016-03-11 16:34:21","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","1149345581743917",
"708335350012383000","708335350012383000","Phalaidnes_","@GCereta @Curitiba_PMC MEU BEBEZINHO ????????","0","[]","[{u'id': 3956996500, u'indices': [0, 8], u'id_str': u'3956996500', u'screen_name': u'GCereta', u'name': u'super gabi'}, {u'id': 68693419, u'indices': [9, 22], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,NULL,"168","273","2016-03-11 16:54:42","twitter_curitiba","3","1","0","2",NULL,"0","0","10207501925518729","986190778102485",
"708356153856684000","708356153856684000","ufpauniversitec","PADIQ: Plano oferece R$ 2,2 bilhões em apoio para o setor químico https://t.co/qLVsL0cNqG","0","[]","[]",NULL,NULL,NULL,NULL,"113","216","2016-03-11 18:17:22","twitter_ufpa","3","0","0","2",NULL,"1","0","10207501925518729","1333261746689944","951289924984798"
"708384283564573000","708384283564573000","NelmarVaz","@Curitiba_PMC Ah não Prefs, porque?","0","[]","[{u'id': 68693419, u'indices': [0, 13], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}]",NULL,NULL,NULL,NULL,"106","80","2016-03-11 20:09:09","twitter_curitiba","3","0","1","2",NULL,"0","0","942667965849460","1080528071986701","10204357608859391"
"708385154054554000","708385154054554000","EdgarSerratto","#curitiba #parana #brasil  curitiba_pmc @karinasonaglio curitibacool xvcuritiba curitibanices… https://t.co/CY66NNR2sh","0","[{u'indices': [0, 9], u'text': u'curitiba'}, {u'indices': [10, 17], u'text': u'parana'}, {u'indices': [18, 25], u'text': u'brasil'}]","[{u'id': 111388648, u'indices': [40, 55], u'id_str': u'111388648', u'screen_name': u'karinasonaglio', u'name': u'Karina Sonaglio u221e'}]",NULL,NULL,NULL,"Curitiba - PR","258","137","2016-03-11 20:12:36","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","481008992083404","1054803564576568"
"708387193895563000","708387193895563000","jeanccoutinho","Ricardo  Marcelo vai para o PMDB e poderá entrar na disputa pela prefeitura de Belém. https://t.co/GH87VNe2hu","0","[]","[]",NULL,NULL,NULL,"João Pessoa - PB","508","1027","2016-03-11 20:20:42","twitter_belem","3","0","0","3",NULL,"0","0","805075212894032","849941985109873","1022105604535423"
"708406772525040000","708406772525040000","_NettoCWB","@ellentwiss @BlogOlhoNaMira @blogdojota @Boca_Maldita @fabiocampana @gazetadopovo @Curitiba_PMC @gustavofruet Quais os erros na foto????????","1","[]","[{u'id': 74966011, u'indices': [0, 11], u'id_str': u'74966011', u'screen_name': u'ellentwiss', u'name': u'InfoCanalBRxae'}, {u'id': 154336315, u'indices': [12, 27], u'id_str': u'154336315', u'screen_name': u'BlogOlhoNaMira', u'name': u'Blog Olho na Mira'}, {u'id': 119731647, u'indices': [28, 39], u'id_str': u'119731647', u'screen_name': u'blogdojota', u'name': u'Jota Agostinho'}, {u'id': 61868251, u'indices': [40, 53], u'id_str': u'61868251', u'screen_name': u'Boca_Maldita', u'name': u'Boca Maldita'}, {u'id': 34208373, u'indices': [54, 67], u'id_str': u'34208373', u'screen_name': u'fabiocampana', u'name': u'Fxe1bio Campana'}, {u'id': 15084884, u'indices': [68, 81], u'id_str': u'15084884', u'screen_name': u'gazetadopovo', u'name': u'Gazeta do Povo'}, {u'id': 68693419, u'indices': [82, 95], u'id_str': u'68693419', u'screen_name': u'Curitiba_PMC', u'name': u'Prefeitura Curitiba'}, {u'id': 33642328, u'indices': [96, 109], u'id_str': u'33642328', u'screen_name': u'gustavofruet', u'name': u'Gustavo Fruet'}]",NULL,NULL,NULL,"Curitiba.","517","437","2016-03-11 21:38:30","twitter_curitiba","3","0","0","3",NULL,"0","0","10207501925518729","1022105604535423","1333261746689944"
